,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
6421,151984753,3,11000000,80.0,44.0,12.0,18.529276675795437,5.0,0,0,0,1,9,14.0,0
6422,151985147,3,24886000,108.2,71.0,16.0,8.287701392859296,6.0,1,1,0,1,2,13.0,0
6423,151985552,3,11000000,59.0,42.0,6.0,11.6891392056541,20.0,1,0,0,1,9,9.0,0
6424,151986085,1,5000000,33.0,21.0,6.0,12.931051811573127,5.0,1,0,0,1,2,5.0,0
6425,151986206,2,6100000,45.5,28.6,5.5,11.36689142168563,15.0,1,0,0,1,3,5.0,0
6426,151986334,1,5000000,30.0,18.0,6.0,7.896464644763344,7.0,1,1,0,1,4,5.0,0
6427,151987589,1,5500000,35.0,19.1,9.0,14.128730004784606,10.0,1,0,0,1,16,16.0,0
6428,151990119,1,4200000,24.0,15.8,3.1,11.228917914330074,14.0,1,1,0,0,5,5.0,0
6429,151990339,2,6750000,47.0,29.0,7.0,11.297072614924982,12.0,1,1,0,1,13,14.0,0
6430,151990678,2,7700000,38.7,24.0,5.9,7.697208024206737,17.0,0,0,0,1,9,14.0,0
6431,151990680,1,4800000,30.6,17.4,5.5,14.660125560509341,15.0,1,0,0,1,4,5.0,0
6432,151990711,2,7500000,56.0,30.0,9.0,18.225963537234556,5.0,0,0,1,1,14,14.0,0
6433,151990942,3,12500000,77.6,45.0,9.0,13.618468002373671,12.0,1,1,0,1,1,13.0,0
6434,151990945,2,5600000,43.0,32.0,6.0,12.089491622281871,17.0,1,1,0,0,1,5.0,0
6435,151991149,3,8500000,60.9,39.0,6.0,13.679892698137717,6.0,1,0,0,1,2,10.0,0
6436,151991491,3,43900000,92.0,60.0,,5.830753737260722,2.0,1,1,0,1,8,39.0,0
6437,151991896,1,5250000,37.0,21.0,9.0,11.889788520250702,13.0,0,1,0,1,4,5.0,0
6438,151992445,2,5100000,45.0,28.5,6.0,7.537961738848428,15.0,1,0,1,1,2,5.0,0
6439,151992464,3,18500000,70.0,50.0,7.0,5.804109013578939,6.0,1,1,0,0,3,7.0,0
6440,151993708,1,5800000,32.7,17.6,9.9,14.158983392855161,11.0,1,0,0,1,7,12.0,0
6441,151993853,3,7190000,60.0,38.0,6.0,15.076004427079251,15.0,1,1,1,0,1,9.0,0
6442,151993854,2,6190000,46.0,31.0,6.0,10.688529207963425,10.0,1,0,1,1,4,5.0,0
6443,151994190,1,5300000,33.0,22.0,11.0,15.205991143783,15.0,1,0,0,1,9,12.0,0
6444,151995372,2,8200000,51.0,31.0,9.0,15.236922383040357,15.0,1,0,0,1,4,17.0,0
6445,151995912,1,6019800,38.1,,,11.92910272254552,19.0,0,0,0,0,3,,1
6446,151995914,2,9496930,60.5,,,11.92910272254552,19.0,0,0,0,0,4,,1
6447,151995932,1,7777380,46.0,,,11.92910272254552,19.0,0,0,0,0,10,,1
6448,151995933,1,6477000,38.1,,,11.92910272254552,19.0,0,0,0,0,10,,1
6449,151995935,2,9459840,60.6,,,11.92910272254552,19.0,0,0,0,0,10,,1
6450,151995938,1,6515100,38.1,,,11.92910272254552,19.0,0,0,0,0,11,,1
6451,151995947,2,9641760,60.6,,,11.92910272254552,19.0,0,0,0,0,13,,1
6452,151995953,1,7928590,45.8,,,11.92910272254552,19.0,0,0,0,0,14,,1
6453,151995959,1,6606250,37.8,,,11.92910272254552,19.0,0,0,0,0,15,,1
6454,151995969,1,7328160,43.6,,,11.92910272254552,19.0,0,0,0,0,17,,1
6455,151995970,2,10234000,60.2,,,11.92910272254552,19.0,0,0,0,0,17,,1
6456,151995985,4,17803440,112.7,,,11.92910272254552,19.0,0,0,0,0,20,,1
6457,151995998,2,9966000,60.4,,,11.92910272254552,19.0,0,0,0,0,21,,1
6458,151996089,2,5600000,44.0,28.9,5.8,12.089491622281871,15.0,1,1,0,0,1,5.0,0
6459,151996173,3,11700000,72.0,43.0,10.0,16.0999103158375,5.0,1,0,1,1,9,17.0,0
6460,151996317,3,50000000,111.0,68.0,15.0,6.895341685956628,14.0,1,1,1,1,5,15.0,0
6461,151996779,1,2500000,18.0,14.0,3.0,13.390107318130617,5.0,1,0,0,0,5,5.0,0
6462,151996929,1,5600000,44.0,20.0,10.0,18.66237202845357,15.0,0,0,0,1,14,24.0,0
6463,151997135,1,6000000,34.0,20.0,8.0,13.679892698137717,6.0,1,0,1,0,3,10.0,0
6464,151997747,2,7400000,52.0,32.0,9.0,16.782315245221586,5.0,0,0,0,1,17,17.0,0
6465,151997899,3,16300000,95.2,55.5,8.1,8.878932750388596,6.0,1,1,1,1,5,5.0,0
6466,151998156,1,4700000,33.0,18.0,6.0,13.705883544949303,7.0,1,0,1,0,1,5.0,0
6467,151998319,1,5200000,44.0,20.0,10.0,18.953357030505412,15.0,0,0,1,1,15,24.0,0
6468,151998455,2,11000000,50.7,30.7,9.0,13.428782516328642,9.0,1,0,0,1,12,17.0,0
6469,151998860,2,7100000,45.0,32.0,7.0,14.75195353335418,20.0,1,0,1,0,9,9.0,0
6470,151998942,2,10300000,63.0,37.0,11.0,11.729971633599606,15.0,1,0,0,1,10,25.0,0
6471,151998944,1,6200000,42.0,21.0,9.0,17.680355845712416,5.0,0,0,0,1,2,14.0,0
6472,151999417,1,4790000,32.0,19.0,6.6,15.745633383913187,,0,0,0,0,1,9.0,0
6473,151999507,2,5700000,33.0,23.6,6.0,8.53630399553726,20.0,1,0,0,1,9,12.0,0
6474,152000102,1,7000000,38.0,18.0,8.0,12.866331061259478,8.0,1,1,1,1,2,14.0,0
6475,152000213,1,5150000,35.0,20.0,10.0,13.159553315842723,15.0,1,0,0,0,2,12.0,0
6476,152001303,1,6300000,35.0,18.0,10.0,14.002096893675352,5.0,1,0,0,1,4,16.0,0
6477,152001450,1,5600000,44.0,20.0,10.0,18.66237202845357,10.0,0,0,0,1,14,24.0,0
6478,152002801,3,12500000,75.0,44.0,10.1,11.220349559208463,20.0,1,0,0,1,15,17.0,0
6479,152002879,1,5400000,35.0,19.0,9.0,11.417598607723164,2.0,0,1,0,0,2,5.0,0
6480,152002957,1,4900000,38.0,19.0,7.5,18.51340942035771,10.0,1,0,0,0,2,11.0,0
6481,152005561,1,6350000,36.7,19.0,7.8,14.250358578474618,5.0,0,0,1,1,11,17.0,0
6482,152005733,1,5400000,33.0,19.0,6.4,14.38287364927749,35.0,1,0,0,0,9,9.0,0
6483,152005737,2,7350000,42.0,29.0,6.6,10.385386677554957,15.0,1,1,0,0,2,6.0,0
6484,152005750,2,8100000,56.0,36.0,7.8,12.469644912390224,10.0,1,1,0,1,2,5.0,0
6485,152005754,2,13000000,62.1,36.1,8.6,12.690574895844868,2.0,1,1,0,0,1,5.0,0
6486,152005755,3,12800000,80.6,55.0,9.0,14.603873989284807,7.0,0,0,0,1,5,12.0,0
6487,152005756,3,10500000,76.0,44.0,9.2,15.981568390101051,15.0,0,0,0,1,1,9.0,0
6488,152005758,2,8150000,42.0,26.0,5.3,13.375375665601585,7.0,1,1,0,0,2,8.0,0
6489,152005765,1,5500000,35.0,20.0,10.0,14.438140341900322,7.0,1,0,0,1,4,12.0,0
6490,152005766,3,7900000,60.0,35.0,7.0,13.342347841176899,10.0,1,0,0,1,7,9.0,0
6491,152006252,2,10000000,77.8,32.0,11.0,18.243005377997562,10.0,0,0,0,1,15,16.0,0
6492,152007032,2,6000000,39.0,22.0,7.0,15.057707410395269,5.0,0,0,0,1,8,12.0,0
6493,152007155,2,8790292,58.6,15.6,12.0,8.168874125930419,5.0,1,1,0,1,10,32.0,1
6494,152007157,3,12688045,88.0,52.0,12.7,8.168874125930419,5.0,1,1,0,1,5,23.0,1
6495,152007158,4,15717469,101.7,68.0,15.0,8.168874125930419,5.0,1,1,0,1,26,32.0,1
6496,152007268,3,6900000,58.0,38.0,7.0,11.541564837572649,,0,0,0,0,1,5.0,0
6497,152007885,2,6500000,38.0,24.0,8.0,13.13792494814853,9.0,1,0,1,0,2,9.0,0
6498,152008030,2,6500000,38.0,24.0,8.0,13.13792494814853,12.0,1,0,1,0,2,9.0,0
6499,152008496,1,4900000,39.0,20.0,9.0,13.966127422666773,10.0,0,0,0,0,2,12.0,0
6500,152009087,2,6000000,45.0,30.2,6.3,15.813116575955902,10.0,0,0,0,1,5,9.0,0
6501,152009260,1,13150000,53.0,20.0,18.0,8.19613176389788,7.0,1,1,0,0,1,11.0,0
6502,152009469,2,3800000,39.0,23.0,6.0,14.716111886584773,15.0,1,0,0,1,5,12.0,0
6503,152009507,1,5600000,38.0,18.0,8.5,13.967140724730333,15.0,1,0,0,1,12,17.0,0
6504,152009686,2,7100000,47.0,33.0,9.5,12.796561267387448,3.0,1,0,0,1,7,12.0,0
6505,152009743,2,7700000,43.0,30.0,7.0,8.710461705263853,14.0,1,1,1,0,1,5.0,0
6506,152009756,4,14000000,85.0,61.0,7.9,6.9832019406537205,16.0,1,1,0,1,3,6.0,0
6507,152009825,1,7550000,35.0,20.0,10.0,7.101843493454028,17.0,1,0,1,1,5,12.0,0
6508,152009894,3,7600000,57.0,40.0,6.0,10.371676487411088,12.0,1,1,1,1,4,5.0,0
6509,152010079,3,11800000,64.0,44.0,9.0,9.145117894417062,16.0,1,0,1,1,14,14.0,0
6510,152010111,3,7150000,55.1,40.3,5.5,11.845443305013589,5.0,0,1,0,1,4,5.0,0
6511,152010417,4,75963360,167.0,100.0,20.0,5.830753737260722,2.0,1,1,0,0,14,34.0,0
6512,152010530,2,6000000,44.0,28.0,6.2,15.105427635182304,7.0,0,0,1,0,1,9.0,0
6513,152010799,2,6300000,59.0,35.0,6.0,12.90614710206773,9.0,0,0,0,1,4,5.0,0
6514,152010888,1,5300000,36.0,20.0,10.0,11.942792127684381,10.0,1,0,0,1,5,12.0,0
6515,152011374,3,17900000,82.0,60.0,8.0,6.3369759729332955,8.0,1,1,1,1,9,11.0,0
6516,152011485,3,6700000,59.0,41.0,6.0,9.687246679077806,22.0,1,0,1,1,2,5.0,0
6517,152011523,2,6900000,54.0,33.0,9.0,15.449374565155928,,0,0,0,1,4,17.0,0
6518,152011817,1,4300000,34.0,20.9,5.0,17.609615332436796,,0,1,1,1,3,4.0,0
6519,152011874,2,6100000,38.4,25.0,6.5,8.472956025007658,20.0,1,0,1,0,6,12.0,0
6520,152011895,1,6600000,37.6,18.9,7.0,12.166852249527409,19.0,1,1,0,1,13,14.0,0
6521,152012492,2,5800000,41.5,25.9,5.6,12.059428513934641,16.0,1,1,0,1,3,5.0,0
6522,152012842,3,12200000,74.0,44.0,10.0,14.2739003500458,22.0,1,0,1,1,5,22.0,0
6523,152013365,2,21350000,79.0,45.0,15.0,8.232253152915746,10.0,1,1,0,1,11,13.0,1
6524,152013635,2,7000000,46.0,31.0,7.0,15.182443568960984,5.0,0,0,1,1,8,9.0,0
6525,152013723,2,7600000,51.3,30.0,8.3,15.376526346371225,1.0,1,0,0,1,10,14.0,0
6526,152013764,3,17490000,94.0,58.0,7.0,7.698663754609411,15.0,1,1,0,0,2,5.0,0
6527,152013866,3,12300000,74.0,45.0,10.0,14.2739003500458,10.0,0,0,0,1,5,22.0,0
6528,152014551,2,8500000,57.0,31.0,7.0,10.346635151413642,1.0,1,1,0,0,4,5.0,0
6529,152014738,2,6400000,45.0,29.5,6.0,14.301665334789348,7.0,0,0,0,1,4,9.0,0
6530,152015206,2,6200000,45.0,28.0,6.0,15.245318829479164,15.0,1,0,1,0,4,9.0,0
6531,152015508,4,17000000,96.0,67.0,9.0,7.6992641148918874,7.0,1,1,0,0,8,9.0,0
6532,152015636,1,4800000,33.0,18.0,7.0,13.64322655858077,6.0,1,0,0,0,2,9.0,0
6533,152015890,3,6290000,65.0,43.0,6.0,9.395682081924308,10.0,1,1,0,0,1,5.0,0
6534,152016436,2,7200000,45.0,30.0,5.6,12.092815941932047,15.0,1,0,0,1,4,5.0,0
6535,152016984,1,8200000,42.0,19.0,8.0,8.860268871496821,18.0,1,1,1,1,3,12.0,0
6536,152017359,2,5900000,45.0,29.0,6.0,14.197612803108326,,0,0,0,1,6,12.0,0
6537,152017528,2,5800000,37.3,22.4,7.0,9.653524996846926,10.0,1,0,0,1,2,9.0,0
6538,152017720,3,20500000,70.0,36.0,30.0,6.901188560492421,10.0,1,1,1,0,2,5.0,0
6539,152018276,3,12200000,68.0,37.5,9.0,12.819078522039367,5.0,1,0,1,1,8,9.0,0
6540,152018334,2,6350000,38.0,24.0,6.0,9.17018952473945,20.0,1,0,1,1,5,12.0,0
6541,152018813,1,5300000,36.0,17.0,8.0,12.669392722676124,13.0,1,1,1,1,3,5.0,0
6542,152019127,1,13500000,59.0,27.0,13.0,11.78884587786586,10.0,1,1,0,1,12,25.0,0
6543,152019178,1,6000000,35.0,19.0,9.0,13.81397266958696,5.0,1,0,1,0,3,9.0,0
6544,152019243,2,7600000,55.1,32.7,9.0,15.463090939338871,13.0,1,0,0,1,17,17.0,0
6545,152019405,3,31000000,120.0,40.0,45.0,13.361279916757857,9.0,1,0,0,1,2,7.0,0
6546,152019529,1,6200000,33.0,18.0,10.0,13.994062699092082,10.0,1,0,1,1,4,12.0,0
6547,152019595,2,7000000,45.0,35.0,8.0,15.04172773548487,15.0,1,0,1,1,2,9.0,0
6548,152019715,2,6100000,32.5,22.0,6.0,9.118787743803429,12.0,1,1,1,0,5,9.0,0
6549,152020093,3,16300000,95.2,55.5,8.0,8.878932750388596,5.0,1,1,0,1,5,5.0,0
6550,152020324,2,7500000,53.0,30.0,9.0,13.697291585574197,20.0,0,0,0,1,4,12.0,0
6551,152020742,3,10000000,72.0,52.0,8.5,11.327974091627752,15.0,1,1,0,1,2,5.0,0
6552,152020794,2,5500000,40.0,23.5,6.5,14.309132701024078,10.0,1,0,0,1,7,14.0,0
6553,152020992,3,5200000,74.0,33.0,8.0,12.302520792963149,10.0,0,1,1,1,2,5.0,0
6554,152021201,3,23000000,75.0,43.0,13.0,11.932354594058147,5.0,1,1,1,1,2,18.0,0
6555,152021374,4,24345000,109.0,80.0,,8.287701392859296,6.0,1,1,0,0,3,15.0,0
6556,152021665,1,6850000,38.5,19.0,8.5,14.09762135484539,10.0,0,0,1,1,3,17.0,0
6557,152021675,2,13150000,50.0,35.0,,8.287701392859296,6.0,1,1,0,0,10,15.0,0
6558,152021841,2,12000000,56.1,25.0,7.6,13.460500259175651,9.0,1,1,0,1,5,5.0,0
6559,152022212,3,10900000,77.0,58.0,10.5,14.2739003500458,22.0,1,0,0,0,1,22.0,0
6560,152022626,1,5100000,31.0,18.0,6.0,13.806986162887318,10.0,1,1,1,1,9,9.0,0
6561,152022633,1,5500000,33.0,19.0,6.0,11.664450841229977,5.0,1,0,1,0,1,5.0,0
6562,152022772,3,10000000,72.0,52.0,8.4,11.327974091627752,5.0,0,1,0,1,2,5.0,0
6563,152023002,1,5400000,38.0,20.0,8.5,16.782315245221586,8.0,1,0,0,1,13,17.0,0
6564,152023103,3,8400000,58.0,44.9,5.9,13.961071873167485,10.0,1,0,1,1,8,9.0,0
6565,152023300,2,5950000,45.0,29.0,6.0,13.515184722203802,10.0,1,0,1,0,1,9.0,0
6566,152023411,1,4600000,36.0,19.0,9.0,7.67673733527909,9.0,1,0,0,1,6,12.0,0
6567,152023909,2,12000000,54.3,25.2,7.6,13.460500259175651,10.0,1,1,0,1,5,5.0,0
6568,152023914,1,5000000,31.7,21.5,5.1,13.049951403053338,6.0,1,0,0,1,7,9.0,0
6569,152023918,3,12000000,77.0,51.0,10.0,10.498830234329853,2.0,1,1,0,0,2,5.0,0
6570,152024139,3,6500000,61.0,39.6,8.0,14.815212781979755,5.0,0,0,0,1,9,9.0,0
6571,152024584,3,14000000,64.5,40.0,8.5,8.026226609801448,10.0,1,0,1,1,5,16.0,0
6572,152024598,1,7150000,41.0,19.0,8.0,12.127119781114734,15.0,1,1,0,1,13,13.0,0
6573,152024834,3,8900000,60.5,43.5,6.1,14.16712392788975,9.0,1,0,1,1,5,9.0,0
6574,152025047,3,8200000,53.0,36.0,6.0,11.463859730913725,7.0,1,0,1,1,7,9.0,0
6575,152025598,1,5100000,38.0,19.0,8.0,16.82343376008228,8.0,1,0,0,0,2,17.0,0
6576,152025803,2,9800000,55.0,31.0,7.0,8.643282713970097,9.0,1,1,1,1,5,14.0,0
6577,152025918,2,8500000,57.0,32.0,8.0,10.346635151413642,2.0,1,1,1,0,4,5.0,0
6578,152025922,4,17000000,96.0,67.0,9.0,7.6992641148918874,5.0,1,1,1,1,8,9.0,0
6579,152026245,2,7990000,54.0,26.0,16.0,15.06694423452758,10.0,1,0,1,1,6,14.0,0
6580,152026644,1,4850000,29.0,16.0,6.0,10.387861108057601,15.0,1,1,1,0,1,5.0,0
6581,152026704,2,4350000,38.0,22.6,8.0,12.73584262756183,7.0,1,0,0,0,1,12.0,0
6582,152026726,2,7200000,41.0,29.0,7.0,8.718444448780476,6.0,1,1,0,1,4,8.0,0
6583,152026750,1,5750000,38.0,18.0,9.0,15.322628588434371,7.0,1,0,0,1,6,14.0,0
6584,152029735,2,5250000,44.0,28.1,6.0,13.293867828312218,10.0,1,1,1,1,3,4.0,0
6585,152030200,2,13500000,59.0,27.0,13.0,11.78884587786586,6.0,1,1,0,1,12,25.0,0
6586,152030414,3,20500000,70.0,36.0,30.0,6.901188560492421,10.0,1,1,0,0,2,6.0,0
6587,152031281,2,5300000,39.0,25.0,7.0,14.363690332546035,21.0,1,0,0,0,2,12.0,0
6588,152031692,2,8200000,54.0,36.0,12.5,15.376015165846939,15.0,1,0,0,1,4,5.0,0
6589,152032247,3,11400000,76.0,45.0,10.5,17.98502243599161,10.0,0,0,1,1,6,14.0,0
6590,152032516,1,4300000,26.0,15.0,6.0,14.669003558297174,7.0,0,0,0,0,3,9.0,0
6591,152032746,1,5100000,33.0,19.0,6.0,14.891881413073781,20.0,1,0,1,0,8,9.0,0
6592,152033615,1,6500000,41.7,16.5,11.3,8.240085811149202,10.0,1,1,0,1,9,23.0,1
6593,152033885,2,6700000,35.0,23.7,6.7,9.048950860909528,13.0,1,1,1,1,4,9.0,0
6594,152034056,1,5380000,33.3,18.7,6.1,12.742109740812698,8.0,0,0,1,0,1,5.0,0
6595,152034122,2,9000000,62.0,29.0,16.0,14.21366704972957,15.0,1,0,0,1,3,9.0,0
6596,152034678,3,9200000,65.0,39.0,9.0,8.086529271209264,13.0,1,0,0,1,3,14.0,0
6597,152034707,3,7600000,53.0,38.0,6.0,8.554367297647218,8.0,1,0,0,1,5,16.0,0
6598,152034864,1,5190000,31.0,20.0,6.0,11.7815968207132,22.0,1,0,0,1,5,5.0,0
6599,152034992,1,6000000,33.0,18.0,6.0,9.118787743803429,12.0,1,1,0,0,2,9.0,0
6600,152035149,2,10000000,45.6,31.1,6.4,13.15020896851653,8.0,1,0,1,0,1,9.0,0
6601,152035368,2,11500000,55.0,28.5,9.0,8.65699000599346,10.0,1,1,0,1,8,11.0,0
6602,152035399,3,12200000,68.0,42.0,9.0,12.819078522039367,5.0,1,0,0,1,8,9.0,0
6603,152035486,2,5450000,43.0,32.0,6.0,14.03538286886441,19.0,1,0,1,0,1,5.0,0
6604,152035500,1,4200000,31.0,18.0,5.0,7.792034390071656,10.0,1,0,0,1,4,5.0,0
6605,152035534,3,12500000,79.4,53.3,9.0,6.834399427375768,13.0,1,1,1,1,5,5.0,0
6606,152035727,1,5050000,42.0,19.0,10.0,19.206217786909075,10.0,0,0,1,1,18,24.0,0
6607,152035843,1,5600000,30.0,17.0,7.0,13.513124083129446,15.0,1,1,1,1,4,9.0,0
6608,152035914,4,9500000,75.1,52.0,9.0,16.182124523339375,15.0,1,0,1,1,3,12.0,0
6609,152036012,1,4400000,38.1,20.0,7.0,15.547321530490471,15.0,1,0,0,0,1,14.0,0
6610,152036434,1,4500000,38.0,20.0,6.5,15.531133944185102,15.0,1,0,0,0,2,14.0,0
6611,152036604,2,12300000,58.0,35.0,10.0,11.83071326343557,6.0,1,0,0,1,6,19.0,0
6612,152036715,1,5400000,34.0,19.0,8.0,11.327974091627752,15.0,0,1,1,1,3,5.0,0
6613,152036735,2,6000000,39.5,23.5,7.0,14.652628432180629,17.0,1,0,0,1,11,14.0,0
6614,152036739,2,6000000,45.0,33.0,6.0,8.740362774521614,10.0,1,0,1,0,1,5.0,0
6615,152036800,2,12300000,58.0,35.0,10.0,11.83071326343557,3.0,0,0,0,1,6,19.0,0
6616,152037062,2,18000000,71.0,35.0,11.7,9.744816202214952,9.0,1,1,0,0,26,30.0,0
6617,152037386,1,5900000,31.0,19.0,6.0,7.896464644763344,12.0,1,1,1,1,5,5.0,0
6618,152037557,1,3800000,18.0,13.0,3.0,9.886833296912815,15.0,1,1,0,0,4,5.0,0
6619,152037660,2,6790000,54.0,35.0,10.0,15.449374565155928,,0,0,1,1,4,17.0,0
6620,152037968,3,12200000,81.0,52.0,9.0,10.42788797426169,2.0,1,1,1,1,3,5.0,0
6621,152038040,2,7500000,54.0,27.3,9.4,13.559294843631957,10.0,0,0,0,1,1,9.0,0
6622,152038081,1,4600000,26.0,14.0,5.0,9.561955687217191,13.0,1,1,0,1,4,5.0,0
6623,152038157,1,5900000,36.0,20.0,9.0,8.275618593366993,10.0,1,1,1,0,1,5.0,0
6624,152038693,3,8850000,60.6,42.4,6.4,13.416920727615189,18.0,1,0,1,0,2,12.0,0
6625,152038699,2,11200000,67.0,34.0,10.0,13.185689899919767,2.0,0,1,1,1,8,22.0,0
6626,152039540,3,10900000,76.0,46.0,10.5,14.2739003500458,22.0,1,0,1,0,1,22.0,0
6627,152039926,1,4900000,40.0,19.0,10.0,18.243005377997562,10.0,0,0,0,1,2,16.0,0
6628,152041173,1,8700000,37.0,18.0,9.0,5.417024474317265,15.0,1,1,0,1,3,12.0,0
6629,152041367,2,9750000,52.6,30.6,9.5,12.239018571947827,10.0,1,0,1,1,4,12.0,0
6630,152041657,4,24000000,102.0,75.0,14.0,14.694994876135512,12.0,1,1,0,1,2,14.0,0
6631,152042300,2,7100000,40.0,24.0,6.0,13.209178462619251,5.0,1,0,1,1,8,12.0,0
6632,152042957,2,6300000,44.0,32.0,6.0,14.2583551953547,13.0,1,0,0,0,7,9.0,0
6633,152043095,5,30990000,154.0,90.0,17.0,13.905120513469095,10.0,1,0,1,1,12,17.0,0
6634,152043129,2,5500000,45.0,30.0,7.0,13.272377304533057,10.0,0,0,0,0,8,9.0,0
6635,152043333,1,6000000,33.0,19.0,6.0,6.840823550690294,10.0,1,1,0,1,4,5.0,0
6636,152044086,3,9000000,56.4,42.1,4.9,14.04621739292805,19.0,1,1,1,0,2,9.0,0
6637,152044360,3,6784000,55.0,40.0,8.0,14.055611745576671,13.0,1,0,1,1,4,12.0,0
6638,152044739,2,8500000,55.3,32.0,9.0,9.523707203242115,9.0,1,1,0,0,2,8.0,0
6639,152045563,1,4750000,34.0,19.0,7.0,14.705207464677114,14.0,1,0,0,1,5,9.0,0
6640,152046357,1,8090000,42.7,18.5,12.0,8.614775861219655,3.0,1,1,0,1,6,20.0,1
6641,152048751,1,4800000,32.0,21.0,6.0,13.682150521630424,13.0,1,0,0,1,4,5.0,0
6642,152048808,2,7899000,51.0,30.0,7.0,13.679892698137717,5.0,1,0,0,1,2,10.0,0
6643,152048953,1,4150000,33.0,18.0,7.0,13.342347841176899,7.0,1,0,0,1,6,9.0,0
6644,152048960,3,12500000,74.6,45.3,10.2,14.216406619736018,17.0,1,0,0,1,3,17.0,0
6645,152048986,1,4900000,27.0,16.0,5.0,11.47618208789001,15.0,1,1,0,1,5,5.0,0
6646,152049010,1,5200000,33.0,17.0,10.0,14.990159330891148,15.0,1,0,1,1,11,12.0,0
6647,152049161,2,5200000,49.0,29.1,6.8,14.93195312928081,7.0,0,0,0,1,1,9.0,0
6648,152049216,1,5050000,38.2,17.6,8.1,18.044317911043674,10.0,0,0,1,1,10,12.0,0
6649,152049291,1,5500000,30.0,17.0,6.0,12.975800668309242,4.0,1,1,1,1,2,5.0,0
6650,152049301,1,6600000,37.0,19.0,9.0,12.544613748200863,5.0,1,0,0,1,6,16.0,0
6651,152049568,3,11200000,72.4,43.8,10.1,9.695542402238786,10.0,0,0,1,0,1,10.0,0
6652,152049833,1,4700000,35.0,19.0,8.0,14.163113898932135,15.0,1,0,1,0,4,12.0,0
6653,152050016,3,9000000,67.0,39.0,9.0,14.208374301288716,5.0,0,0,0,1,2,9.0,0
6654,152050577,1,6000000,34.4,19.0,9.0,9.037263617576304,15.0,1,1,1,1,5,5.0,0
6655,145367729,2,9600000,62.0,36.0,13.0,18.24943768515685,5.0,0,0,0,1,4,14.0,0
6656,145372765,2,6250000,44.0,28.0,6.0,13.776371927703977,24.0,1,0,0,0,5,9.0,0
6657,145396660,5,144000000,240.0,200.0,,5.830753737260722,2.0,1,1,0,0,3,18.0,0
6658,145411153,3,9700000,74.5,50.0,9.0,11.655991584680688,15.0,1,0,1,1,5,5.0,0
6659,145416887,4,15500000,107.0,72.0,9.0,8.050939898352812,21.0,1,1,0,0,2,7.0,0
6660,145416923,4,74000000,166.0,135.0,20.0,5.830753737260722,2.0,1,1,0,0,10,24.0,0
6661,145542339,3,8000000,55.4,37.8,6.0,11.61875971094758,7.0,1,0,1,1,3,5.0,0
6662,145615034,2,8500000,60.0,34.0,11.0,15.853037772351252,16.0,1,0,0,1,6,14.0,0
6663,145632470,1,3900000,32.0,17.0,6.7,16.349091911767903,29.0,1,1,1,1,5,5.0,0
6664,145645256,3,6500000,57.0,42.0,6.0,14.99508302790173,10.0,0,1,1,0,2,9.0,0
6665,145676460,3,6799000,56.0,39.0,7.0,15.627190886194958,,0,0,0,0,3,9.0,0
6666,145746004,2,8000050,45.0,29.0,6.5,11.988897959402538,7.0,1,0,1,1,14,14.0,0
6667,145752705,1,6100000,36.0,19.0,10.0,13.625575640135027,7.0,1,0,1,1,12,12.0,0
6668,145778328,1,5500000,43.0,20.0,10.0,19.030846212249436,10.0,0,0,0,1,7,24.0,0
6669,145846989,1,5200000,35.0,20.0,9.0,14.265174482278516,15.0,1,0,1,1,4,12.0,0
6670,145863150,1,5000000,33.0,19.0,6.5,13.75439864094267,20.0,1,0,0,0,2,9.0,0
6671,145896558,2,8200000,52.0,32.0,8.5,14.197009545474,10.0,1,1,1,1,2,14.0,0
6672,145907649,2,7000000,45.0,18.0,20.0,7.699433939996511,15.0,1,0,1,1,3,5.0,0
6673,145936922,2,8100000,63.0,34.0,13.0,18.629930159142475,9.0,0,0,1,1,4,12.0,0
6674,145970096,1,4300000,30.4,18.6,5.6,12.013786883744576,10.0,1,0,1,1,4,5.0,0
6675,145977676,1,6000000,36.0,20.0,10.0,8.330940025507829,9.0,1,0,1,1,7,12.0,0
6676,145981197,1,5990000,35.0,19.6,10.0,12.958608032721383,3.0,1,0,1,1,11,12.0,0
6677,145983572,3,7200000,59.4,45.0,6.0,13.68206843502735,18.0,1,0,0,1,7,9.0,0
6678,146017930,1,3310000,33.0,19.0,7.5,14.244295547395502,5.0,0,0,1,0,3,9.0,0
6679,146042913,2,8000000,69.0,35.3,10.9,11.79993439448743,21.0,1,0,0,1,17,20.0,0
6680,146071133,1,6450000,38.2,25.0,10.0,4.981406594161343,4.0,0,1,0,1,2,4.0,0
6681,146075236,2,10900000,62.0,58.0,,4.981406594161343,4.0,0,1,0,1,3,4.0,0
6682,146114828,1,5500000,39.0,19.0,9.5,14.442457796124323,25.0,1,0,1,1,9,16.0,0
6683,146134220,1,6200000,38.4,22.4,9.0,13.828087488110587,14.0,1,0,1,1,9,12.0,0
6684,146136644,2,17770000,71.5,37.0,13.3,8.77057707898253,12.0,1,1,0,1,5,15.0,0
6685,146147955,2,4100000,46.0,32.0,6.5,16.230173368586396,10.0,0,1,0,0,1,2.0,0
